"","K","green","red","NIR","catch_area","GC","HC","ECa0.375","ECa0.75","VC","elevation","slope","SPI","swir1","swir2","fields","SC","TWI","x","y"
"11",7.9,1.23744654655457,1.02121198177338,0.855098605155945,219.123397827148,0.010658117942512,0.103755988180637,-57.858772277832,-10.9976577758789,0.00213906937278807,737.079284667969,0.0481472127139568,10.5583410263062,0.786747097969055,0.794879972934723,4,7,7.99305629730225,837449.367,7584174.691
"12",5.6,1.24846124649048,1.03211152553558,0.873723804950714,156.25,0.0100884893909097,0,-64.7939605712891,-13.8880023956299,0.00503216264769435,740,0.0315097309648991,4.92502546310425,0.778974115848541,0.791099369525909,4,5,9.52760791778564,837548.3,7584178.587
"13",6.5,1.22772932052612,1.00860667228699,0.841720402240753,222.586959838867,0.0247386023402214,0.0631159693002701,-78.7793807983398,-17.3251800537109,0.00676885060966015,745.318115234375,0.0864376202225685,19.2879486083984,0.730227053165436,0.738898515701294,4,4,7.12613821029663,837647.233,7584182.482
"14",11,1.18472754955292,0.960576236248016,0.784314334392548,157.79328918457,0.00849226117134094,0,-82.9914016723633,-18.0533256530762,0.00423596054315567,746.058471679688,0.0265241768211126,4.18631887435913,0.666074633598328,0.672863662242889,4,4,9.30892658233643,837746.165,7584186.378
"15",5.7,1.30444753170013,1.07620406150818,0.915049135684967,200.814880371094,-0.00341146253049374,0.010731722228229,-30.7979030609131,-3.43463635444641,-0.00230813841335475,739,0.0210108030587435,4.21990251541138,0.8425652384758,0.861707508563995,4,7,10.4096813201904,837453.263,7584075.758
"16",7.7,1.21578180789948,0.992505073547363,0.818998694419861,293.221557617188,-0.0107747493311763,0,-67.3267974853516,-13.8120594024658,-0.00537447072565556,743.004211425781,0.0336531512439251,9.87155628204346,0.721583485603333,0.727903008460999,4,7,9.17732048034668,837651.128,7584083.55
"17",9.4,1.39958143234253,1.14431989192963,1.00105977058411,302.326721191406,0.0137331262230873,0.0266181044280529,67.1526184082031,20.3948383331299,0.00447426363825798,733.600891113281,0.0828025564551353,25.0907936096191,0.993027150630951,1.02097642421722,5,1,7.35330152511597,837259.293,7583969.033
"18",11.2,1.36804032325745,1.12575054168701,0.967926621437073,598.355590820312,-0.0207117274403572,-0.0538120195269585,37.9972457885742,14.7472705841064,-0.00728217978030443,739,0.0505870282649994,30.2948760986328,0.920552670955658,0.953706681728363,4,1,8.39428043365479,837358.226,7583972.929
"19",11,1.35280966758728,1.11225366592407,0.954557478427887,937.394409179688,-0.000303020671708509,-0.000864081433974206,31.0377006530762,13.3111705780029,-7.44815115467645e-05,742.149230957031,0.0800804793834686,75.2278747558594,0.894956052303314,0.925388097763062,4,7,8.01620197296143,837457.159,7583976.825
"20",10.6,1.31892502307892,1.08141899108887,0.922146320343018,1572.94250488281,-0.0337118096649647,-0.0709731355309486,-7.94191408157349,3.24599266052246,-0.0104117197915912,743.691162109375,0.0818736180663109,129.071014404297,0.856490671634674,0.874626040458679,4,7,8.03960418701172,837556.092,7583980.721
"21",12.6,1.29401051998138,1.05764961242676,0.893084466457367,242.420059204102,-0.00780600169673562,0,-34.6300163269043,-4.39249992370605,-0.00389365246519446,748.165710449219,0.0386387072503567,9.37146186828613,0.821812152862549,0.839926898479462,4,7,7.69308423995972,837655.024,7583984.617
"22",10.8,1.37741553783417,1.12998580932617,0.97260844707489,899.996826171875,-0.0118442475795746,-0.0565753020346165,86.1033172607422,31.6265773773193,-0.00319851911626756,736.925659179688,0.0687476843595505,61.9703598022461,0.939702928066254,0.980692386627197,4,1,7.34717607498169,837263.189,7583870.1
"23",12.5,1.37047743797302,1.12559795379639,0.970813274383545,503.382141113281,-0.00847045052796602,-0.0504108183085918,51.5431137084961,17.9048824310303,0.000276277423836291,748.849182128906,0.0886536240577698,44.7439308166504,0.92516815662384,0.960952162742615,4,1,7.80730867385864,837461.055,7583877.892
"24",13.1,1.32657170295715,1.06757080554962,0.890890896320343,280.100433349609,0.0131582329049706,0.0471312329173088,107.432685852051,26.513692855835,0.00361156300641596,736.417602539062,0.076786145567894,21.5502014160156,0.914778113365173,0.979160666465759,5,1,8.2909517288208,837172.845,7583776.79
"25",9,1.38961219787598,1.13433921337128,0.983344078063965,820.682495117188,-0.00367158465087414,0.000979122240096331,90.5405654907227,21.8786525726318,-0.00188825104851276,743.443054199219,0.156440898776054,129.446044921875,0.950062870979309,0.991808295249939,4,1,7.11432838439941,837271.778,7583780.687
"26",11.3,1.38532483577728,1.13181483745575,0.991059601306915,316.008178710938,0.00164417282212526,0,75.4277496337891,19.3562259674072,0.000804643670562655,748.935363769531,0.0849165096879005,26.8989963531494,0.957739174365997,0.996729493141174,4,1,7.94448566436768,837370.711,7583784.583
"27",9.7,1.37450182437897,1.12667083740234,0.987180411815643,249.311904907227,-0.000100620192824863,0,63.5878105163574,19.3309516906738,-5.01895956404041e-05,752.619079589844,0.0795167163014412,19.8663520812988,0.956517040729523,0.990895748138428,4,1,7.48871755599976,837469.644,7583788.479
"28",8.3,1.3707594871521,1.12642121315002,0.9744833111763,308.08447265625,-0.0109262596815825,-0.00479649612680078,89.0363616943359,24.876615524292,-0.00517897540703416,753.317810058594,0.0333310626447201,10.2725877761841,0.935511589050293,0.973693907260895,4,1,9.1210994720459,837568.577,7583792.375
"29",6.4,1.42530310153961,1.15342319011688,1.00996780395508,462.689453125,-0.0104783717542887,-0.0807572528719902,83.5603103637695,18.8027648925781,-0.000923638406675309,743.317749023438,0.0710374340415001,32.9236717224121,0.974977731704712,1.01216053962708,3,1,8.68500518798828,837270.981,7583672.234
"30",7.7,1.37578082084656,1.12755703926086,0.984377682209015,172.420700073242,0.00290942913852632,-0.00505242496728897,17.1634178161621,3.19915652275085,0.00173658132553101,755,0.0131499376147985,2.26745200157166,0.944605052471161,0.97624945640564,1,1,10.9110107421875,837468.847,7583680.026
"31",6.3,1.34329307079315,1.10182857513428,0.942023813724518,309.276702880859,-0.0117305004969239,0,3.71970415115356,2.28295111656189,-0.00585120217874646,753.991027832031,0.0399786867201328,12.3710680007935,0.887562096118927,0.916997790336609,1,1,8.89009761810303,837666.713,7583687.819
"32",4.7,1.41267502307892,1.14403581619263,1.00066721439362,543.73291015625,0.00649251928552985,0.0109071731567383,74.2949829101562,19.4068470001221,0.00182268058415502,741.033630371094,0.149794682860374,82.0630111694336,0.963656604290009,0.995234429836273,3,1,7.12396478652954,837175.944,7583569.404
"33",6.3,1.41644108295441,1.14619052410126,1.00467550754547,1809.9169921875,-0.0165224745869637,-0.0329023376107216,104.243766784668,23.2427101135254,-0.00638023065403104,744,0.0447858050465584,81.1128311157227,0.965190589427948,0.996121883392334,3,1,8.44110679626465,837274.878,7583573.3
"34",7.3,1.42141270637512,1.13833630084991,1.00884306430817,302.489440917969,-0.00140632898546755,-0.0523636378347874,79.3894653320312,20.300142288208,0.00351645960472524,753.425903320312,0.107924185693264,32.7732696533203,0.991348564624786,1.01520895957947,1,1,6.55623245239258,837373.811,7583577.197
"35",6.1,1.40700876712799,1.1454906463623,0.99991911649704,180.132873535156,0.0124210836365819,0.0223999489098787,34.1479949951172,9.68765640258789,0.00492975534871221,754,0.0477157793939114,8.60170936584473,0.955205142498016,0.990208864212036,1,1,8.8396463394165,837472.744,7583581.093
"36",5.6,1.38120865821838,1.13164365291595,0.98352175951004,156.25,0,0,9.54956436157227,5.93450307846069,0,756.384094238281,0,0,0.934578061103821,0.965396165847778,1,2,12.9464855194092,837571.677,7583584.99
"37",6,1.34958493709564,1.11031353473663,0.950329065322876,165.582015991211,-0.000534749415237457,0,9.96667766571045,2.67875075340271,-0.000266734306933358,757,0.00167020154185593,0.276555597782135,0.889677107334137,0.920182585716248,1,2,11.959867477417,837670.609,7583588.887
"38",5.1,1.39579343795776,1.13194346427917,0.984279751777649,416.923980712891,-0.00219496595673263,0,60.0063667297363,14.6504602432251,-0.00109485432039946,735.83984375,0.0729962140321732,30.4880428314209,0.959060966968536,0.991911053657532,3,1,9.54027557373047,837080.908,7583466.574
"39",3.7,1.39993274211884,1.12830090522766,0.991138696670532,425.301177978516,0.00561084924265742,0.0202723685652018,77.4585647583008,17.6572132110596,0.000329589733155444,750.998046875,0.11554342508316,49.3606109619141,0.941451847553253,0.974918246269226,3,1,6.67518138885498,837278.774,7583474.367
"40",14.1,1.42357850074768,1.15031278133392,1.00831472873688,460.07861328125,0.00234180619008839,0.0223293174058199,66.0184478759766,18.589241027832,-9.17928628041409e-05,755,0.0530377887189388,24.4244575500488,0.960802137851715,0.996900260448456,1,2,8.77655410766602,837476.64,7583482.161
"41",9.5,1.37341392040253,1.12002003192902,0.966745555400848,260.055267333984,-0.00798302050679922,0,36.153133392334,8.83324718475342,-0.0039819497615099,759.123046875,0.0399786867201328,10.4022102355957,0.912067711353302,0.94747394323349,1,8,7.86895751953125,837674.506,7583489.954
"42",9.4,1.39413845539093,1.12852692604065,0.988197326660156,405.074310302734,0,0,43.4017486572266,13.1827039718628,0,739.593872070312,0.0798299834132195,32.4059448242188,0.958367943763733,0.989294230937958,3,1,7.8590669631958,837084.804,7583367.64
"43",5.4,1.40482521057129,1.13621056079865,0.999124228954315,357.888824462891,0.0042020115070045,0.0327563099563122,58.7513198852539,14.959903717041,-1.86390007002046e-05,743.361938476562,0.0660945847630501,23.6890201568604,0.956953167915344,0.989402949810028,3,1,8.7964448928833,837183.738,7583371.537
"44",5.5,1.38163948059082,1.11336505413055,0.977434456348419,468.759094238281,0.00237684114836156,-0.0212056674063206,39.7919960021973,10.3864240646362,0.0029800517950207,755.982788085938,0.115275554358959,54.2770957946777,0.926118791103363,0.958780944347382,1,1,7.82316398620605,837282.671,7583375.434
"45",6.3,1.38595473766327,1.11678183078766,0.978693544864655,574.048217773438,-0.00508835120126605,-0.00574105978012085,57.1656188964844,14.8803081512451,-0.00221379054710269,755.183227539062,0.0631186738610268,36.2813568115234,0.921702444553375,0.954527854919434,1,2,8.14283657073975,837381.604,7583379.331
"46",10.5,1.38978171348572,1.12012648582458,0.977335810661316,273.338928222656,0.0220024939626455,0.0945375934243202,57.2976341247559,19.1065883636475,0.00426926789805293,758.940124511719,0.0843300595879555,23.1054840087891,0.91726690530777,0.948037683963776,1,8,7.05648231506348,837480.537,7583383.228
"47",9.3,1.37797749042511,1.11453378200531,0.966101825237274,709.483764648438,-0.00550323911011219,-0.00320499646477401,36.9682159423828,14.0077095031738,-0.00250386912375689,759.087707519531,0.0648688673973083,46.0880699157715,0.900386452674866,0.933030605316162,1,8,8.73750877380371,837579.47,7583387.125
"48",9.4,1.3607394695282,1.10459411144257,0.950076103210449,221.83576965332,0.0147694433107972,0.0811317563056946,36.399658203125,10.5732860565186,0.00278185331262648,761.987121582031,0.065182738006115,14.4803762435913,0.886904358863831,0.921809673309326,1,3,7.79032707214355,837678.403,7583391.021
"49",3.7,1.38544714450836,1.12199425697327,0.98346072435379,249.513076782227,0.00463153328746557,0.0523302108049393,19.0591068267822,6.45601940155029,-0.000643942214082927,744.422790527344,0.0502268262207508,12.5427989959717,0.940320491790771,0.970459818840027,3,1,7.87921333312988,837088.701,7583268.707
"50",7.9,1.37484872341156,1.11017084121704,0.975528359413147,163.220428466797,0.0177538562566042,0.018091194331646,21.3730087280273,8.50415134429932,0.00718394946306944,755.761291503906,0.0489283911883831,7.99249172210693,0.920684039592743,0.952085435390472,1,2,9.3665828704834,837286.568,7583276.501
"51",8.1,1.36230683326721,1.09504103660583,0.95361602306366,171.011276245117,0.0100568411871791,0.0416658334434032,8.38227558135986,2.71321558952332,0.00277425372041762,763.590270996094,0.0294129513204098,5.03139734268188,0.88285619020462,0.910319268703461,1,3,9.80948066711426,837484.434,7583284.295
"52",5.4,1.34544217586517,1.08880150318146,0.949343383312225,609.241027832031,0.00493684085085988,0.0110163064673543,-14.9172658920288,-1.68305373191833,0.00183993251994252,743,0.0603653229773045,36.8217697143555,0.887242317199707,0.91350269317627,3,1,8.54545783996582,836993.665,7583165.876
"53",6.5,1.36557114124298,1.10679364204407,0.969123363494873,637.823791503906,0.00112615630496293,0.0133730182424188,5.8695182800293,0.768502652645111,-0.00110845523886383,746.727478027344,0.121118895709515,77.6325073242188,0.910240650177002,0.938627958297729,3,1,8.61218357086182,837092.599,7583169.773
"54",7.6,1.35009288787842,1.09324359893799,0.953261733055115,677.561889648438,0.00431575858965516,0.0246302112936974,-11.3077430725098,-1.46007406711578,0.000154895562445745,753.0625,0.0736742317676544,50.0093650817871,0.887272119522095,0.91449248790741,1,2,7.84154176712036,837191.532,7583173.67
"55",8.3,1.35585880279541,1.09758746623993,0.957669317722321,301.236663818359,0.00408584717661142,0.0105057116597891,-7.10021018981934,0.232751995325089,0.00249607744626701,759.915100097656,0.0748272985219955,22.5828914642334,0.889499187469482,0.917772352695465,1,2,7.5643105506897,837290.465,7583177.567
"56",5,1.33864808082581,1.081383228302,0.938805341720581,301.139343261719,0.000869418552611023,0.041654996573925,-17.1358509063721,-3.98148846626282,-0.00192002521362156,763.460021972656,0.0430657491087914,12.9768152236938,0.861835360527039,0.888107001781464,1,8,7.91008138656616,837389.398,7583181.465
"57",4.5,1.3023989200592,1.05225574970245,0.910472869873047,452.901519775391,-0.0079154260456562,-0.0323119685053825,-35.1693153381348,-10.9760446548462,-0.000753391475882381,765.928588867188,0.0870747491717339,39.5362548828125,0.828462183475494,0.850087881088257,1,9,7.45997428894043,837488.331,7583185.362
"58",3.7,1.27001821994781,1.02914190292358,0.875926733016968,156.25,0,0,-37.933177947998,-10.7746257781982,0,769,0,0,0.785517990589142,0.80914580821991,1,9,11.178994178772,837587.264,7583189.259
"59",3.6,1.2958732843399,1.05609107017517,0.909227788448334,837.444030761719,0.000835889833979309,0.0103834932669997,-49.9446067810059,-9.37751770019531,-0.000170429644640535,742,0.0567362047731876,47.5644416809082,0.834231793880463,0.844763934612274,2,1,8.75207614898682,836898.628,7583063.045
"60",6.5,1.33846616744995,1.08085691928864,0.94443267583847,2346.08447265625,0.0138515429571271,0.0632089078426361,-7.95787477493286,-1.01854622364044,0.00313902320340276,747.072326660156,0.0726663619279861,170.782135009766,0.872259438037872,0.902691125869751,3,2,9.56364059448242,837096.496,7583070.84
"61",8.9,1.33573055267334,1.08567154407501,0.939759790897369,214.731735229492,0.00225697923451662,0,-29.7538185119629,-6.97243690490723,0.00112578668631613,760.818542480469,0.0399786867201328,8.58926963806152,0.861632108688354,0.889494299888611,1,2,8.66152095794678,837294.362,7583078.634
"62",8.5,1.25055122375488,1.02253222465515,0.873935222625732,489.384735107422,-0.00729676056653261,-0.0303352046757936,-56.3570594787598,-13.620005607605,-0.00111296551767737,767.0380859375,0.0778519064188004,38.1766967773438,0.787619352340698,0.804119765758514,1,9,7.39090299606323,837492.229,7583086.429
"63",5.6,1.26516962051392,1.03259611129761,0.891242563724518,587.980285644531,-0.0039093941450119,-0.010587896220386,-49.3517150878906,-9.08837985992432,-0.00135107897222042,744,0.0100158751010895,5.88933372497559,0.821814298629761,0.833909690380096,2,6,10.0161333084106,836902.526,7582964.111
"64",5.7,1.26453804969788,1.02122175693512,0.88595449924469,1371.90112304688,-0.0146737396717072,-0.0652419179677963,-44.9344825744629,-9.4498929977417,-0.00253406655974686,747.831970214844,0.0831621736288071,114.354026794434,0.81226921081543,0.829222500324249,2,2,7.92255687713623,837001.46,7582968.009
"65",5.9,1.3076034784317,1.05863666534424,0.91561758518219,156.25,0,0,-30.866735458374,-4.9863224029541,0,753.397155761719,0,0,0.83946818113327,0.866125524044037,2,2,11.8801918029785,837100.393,7582971.906
"66",7.7,1.34229636192322,1.08902394771576,0.943593263626099,472.799468994141,-0.000917988480068743,-0.0114465663209558,-20.4386539459229,-4.98116636276245,0.000840439286548644,756.89892578125,0.0854495391249657,40.4991149902344,0.869666755199432,0.901726186275482,1,2,7.54761791229248,837199.327,7582975.804
"67",6.6,1.3178004026413,1.07107281684875,0.925877630710602,738.8134765625,-0.022937061265111,-0.0380568355321884,-35.2171020507812,-7.3289737701416,-0.00836751144379377,761.531127929688,0.0895961374044418,66.3725280761719,0.849546253681183,0.876805484294891,1,2,7.9245777130127,837298.26,7582979.701
"68",7.4,1.23659443855286,1.00952911376953,0.865376949310303,177.714126586914,0.0231423750519753,0.201041787862778,-53.5810928344727,-14.5598440170288,0.00370851927436888,767.229919433594,0.0354650765657425,6.30528879165649,0.787770092487335,0.800486087799072,1,3,9.10546207427979,837397.193,7582983.599
"69",5.6,1.21976613998413,1.0028223991394,0.848097324371338,163.329025268555,0.000729660096112639,0.00279397680424154,-67.1275939941406,-20.967227935791,0.000205655160243623,770,0.0022144780959934,0.361689180135727,0.75678426027298,0.770237445831299,1,9,10.8172359466553,837496.126,7582987.496
"70",6.1,1.18415749073029,0.967349231243134,0.802576124668121,507.492706298828,-0.00721396971493959,-0.0403273180127144,-63.0942420959473,-17.2846508026123,1.17927172049684e-19,772,0.0851138606667519,43.2992706298828,0.684847235679626,0.695701777935028,1,9,8.41568374633789,837595.059,7582991.394
"71",5.8,1.19877564907074,0.983291864395142,0.811560988426208,202.200256347656,0.00301453098654747,0.0465940088033676,-78.1468811035156,-17.606616973877,-0.00113207462709397,740.008178710938,0.0467861965298653,9.46708965301514,0.717860817909241,0.725241005420685,4,5,8.12856769561768,837544.404,7584277.519
"72",4.4,1.15263819694519,0.937050223350525,0.753781795501709,1289.85473632812,-0.0162426438182592,-0.142274081707001,-82.4753189086914,-18.4669628143311,-0.00334515841677785,743.342346191406,0.054400984197855,70.2386703491211,0.629285216331482,0.635089933872223,4,4,8.49175930023193,837742.27,7584285.31
"73",7,1.33780300617218,1.09553074836731,0.950844466686249,514.129272460938,0.00418355269357562,0.0184888653457165,-9.99127769470215,2.64752197265625,0.00104088801890612,735.380554199219,0.0565083175897598,29.0835418701172,0.901014447212219,0.918875396251678,5,7,7.8570237159729,837354.33,7584071.862
"74",4.6,1.27394104003906,1.05104529857635,0.887290954589844,616.380981445312,-0.0168127380311489,-0.0743386819958687,-55.5233306884766,-11.2250366210938,-0.00408015586435795,741.771789550781,0.066416323184967,40.9980583190918,0.795525550842285,0.809973895549774,4,7,7.69353675842285,837552.196,7584079.654
"75",10.8,1.37468016147614,1.12991166114807,0.975491225719452,896.771911621094,-0.0206144917756319,-0.089686706662178,67.625373840332,21.758171081543,-0.00521400244906545,742,0.0504614599049091,45.2908706665039,0.928980886936188,0.968179523944855,4,1,9.05914115905762,837362.122,7583873.996
"76",8,1.36862146854401,1.1256902217865,0.970942854881287,203.55876159668,0.0143946912139654,0.0124212605878711,83.6147232055664,24.9866561889648,0.00647634360939264,750.547973632812,0.0426529198884964,8.68764400482178,0.929529130458832,0.969787895679474,4,1,8.0166015625,837559.988,7583881.788
"77",4.3,1.40420830249786,1.13619709014893,0.990997076034546,1267.69567871094,-0.0122039224952459,-0.0245174299925566,85.512939453125,22.4134502410889,-0.00351501163095236,734.581726074219,0.132708415389061,169.228500366211,0.954760193824768,0.991464614868164,3,1,7.54495620727539,837172.048,7583668.337
"78",8,1.40590679645538,1.14660584926605,1.01557755470276,500.511047363281,0.00309142796322703,0.00519347516819835,64.9019088745117,16.1696128845215,0.000867873488459736,749.920288085938,0.0853840336203575,42.8398094177246,0.992196559906006,1.01883888244629,3,1,7.15452861785889,837369.914,7583676.13
"79",7,1.35297882556915,1.11170625686646,0.959829807281494,211.855346679688,0.00531791895627975,0.0223999489098787,-2.0791597366333,3.19835543632507,0.00138667959254235,756.198608398438,0.0698306486010551,14.8180904388428,0.90887975692749,0.936374843120575,1,1,8.56938648223877,837567.78,7583683.923
"80",2.8,1.41317737102509,1.14547538757324,1.00402367115021,583.353393554688,0.00842852517962456,0.0160502307116985,77.4658203125,17.86403465271,0.00213266327045858,742.292602539062,0.107763178646564,63.1084938049316,0.95814448595047,0.991962134838104,3,1,7.46193170547485,837179.841,7583470.47
"81",10.2,1.40745449066162,1.13635051250458,0.995915591716766,164.867111206055,0,0,134.490631103516,25.8902759552002,0,754,0,0,0.9460608959198,0.980102956295013,1,1,11.4832487106323,837377.707,7583478.264
"82",11.8,1.40654730796814,1.14513301849365,0.999849617481232,1754.05993652344,-0.0357515029609203,-0.111867927014828,28.7251377105713,10.1672735214233,-0.00890106521546841,753.981140136719,0.0740811005234718,130.180923461914,0.960046112537384,0.992397904396057,1,2,9.07404613494873,837575.573,7583486.057
"83",6.4,1.3425532579422,1.07781589031219,0.942340970039368,2105.03271484375,-0.0146737396717072,-0.0577318705618382,1.39581859111786,3.37280702590942,-0.00312192249111831,735.255249023438,0.0951581448316574,200.917816162109,0.905379474163055,0.934597492218018,3,1,8.15355587005615,836989.768,7583264.81
"84",4.7,1.37381601333618,1.11210703849792,0.977071583271027,2128.06884765625,-0.0137680023908615,-0.0464128404855728,26.0379257202148,8.72480010986328,-0.00148829468525946,746.715393066406,0.115561909973621,247.024322509766,0.929872632026672,0.958295583724976,3,1,8.23641967773438,837185.546,7583272.521
"85",6.9,1.37867844104767,1.10855066776276,0.970782279968262,586.908081054688,-0.0107747493311763,-0.0508806370198727,16.1924686431885,3.66990184783936,-0.000826534116640687,759.380310058594,0.0877219513058662,51.6171875,0.90925669670105,0.940743207931519,1,2,7.81627607345581,837385.501,7583280.398
"86",13,1.33466684818268,1.0739631652832,0.92753279209137,456.167388916016,0.00319019984453917,0.00561034493148327,7.78781461715698,0.387391090393066,0.00117540638893843,764.536865234375,0.0883695855736732,40.4165840148926,0.852368772029877,0.880723595619202,1,3,7.34576320648193,837583.367,7583288.192
"87",3.7,1.29977583885193,1.05147612094879,0.913714706897736,169.78645324707,0.00182936945930123,0.00668934779241681,-33.7614250183105,-6.07638072967529,0.000532285368535668,749.904846191406,0.0104236183688045,1.76985323429108,0.83764111995697,0.859387159347534,2,1,11.1125555038452,836997.562,7583066.942
"88",7,1.35375308990479,1.10362720489502,0.958784759044647,487.304931640625,0.00500013818964362,0.0260585118085146,-16.9396724700928,-3.35836911201477,0.000402317964471877,754.0625,0.0739536136388779,36.1038017272949,0.884632706642151,0.917448163032532,1,2,7.71719884872437,837195.429,7583074.737
"89",7.8,1.29742527008057,1.05601155757904,0.910821199417114,875.256958007812,-0.00491991965100169,-0.0621880069375038,-36.4756317138672,-9.00989532470703,0.00106042646802962,764,0.049844142049551,43.66259765625,0.829364240169525,0.850287318229675,1,3,8.47384929656982,837393.296,7583082.532
"90",11.8,1.20718133449554,0.98712545633316,0.829074501991272,296.444885253906,0.0191647000610828,0.0489958673715591,-54.4828643798828,-16.6962299346924,0.0040523218922317,770.264953613281,0.109681367874146,32.6454963684082,0.724784076213837,0.738533973693848,1,9,7.13150119781494,837591.161,7583090.326
